000BCB9F	GAME_ACTION_CREWDEFENSIVE	ACTIVATE CREW MEMBER
D2E19E2B	GM_CATALOG_0000191D	Complete your Tier 2 setup with this Special Pack containing at least 1 Pro Tires, while stocks last!
D2E19E2C	GM_CATALOG_0000191E	Tier 3 Special Tires Pack
D2E19E2D	GM_CATALOG_0000191F	Complete your Tier 3 setup with this Special Pack containing at least 1 Pro Tires, while stocks last!
D2E19E38	GM_CATALOG_00001920	Tier 1 Engine Pack
D2E19E39	GM_CATALOG_00001921	Tier 1 Forced Induction Pack
D2E19E3A	GM_CATALOG_00001922	Tier 1 Transmission Pack
D2E19E3B	GM_CATALOG_00001923	Tier 1 Suspension Pack
D2E19E3C	GM_CATALOG_00001924	Tier 1 Brakes Pack
D2E19E3D	GM_CATALOG_00001925	Tier 1 Tires Pack
D2E19E3E	GM_CATALOG_00001926	Tier 2 Engine Pack
D2E19E3F	GM_CATALOG_00001927	Tier 3 Engine Pack
D2E19E40	GM_CATALOG_00001928	Tier 2 Forced Induction Pack
D2E19E41	GM_CATALOG_00001929	Tier 3 Forced Induction Pack
D2E19E49	GM_CATALOG_0000192A	Tier 2 Transmission Pack
D2E19E4A	GM_CATALOG_0000192B	Tier 3 Transmission Pack
D2E19E4B	GM_CATALOG_0000192C	Tier 2 Suspension Pack
D2E19E4C	GM_CATALOG_0000192D	Tier 3 Suspension Pack
D2E19E4D	GM_CATALOG_0000192E	Tier 2 Brakes Pack
D2E19E4E	GM_CATALOG_0000192F	Tier 3 Brakes Pack
D2E19E59	GM_CATALOG_00001930	Tier 2 Tires Pack
D2E19E5A	GM_CATALOG_00001931	Tier 3 Tires Pack
D2E19E5B	GM_CATALOG_00001932	BMW Z4 GT3 Team Need For Speed Edition
D2E19E5C	GM_CATALOG_00001933	BMW Z4 GT3 Team Need For Speed Edition with a Car Slot
D2E19E5D	GM_CATALOG_00001934	TEAM NEED FOR SPEED
D2E19E5E	GM_CATALOG_00001935	BMW Z4 GT3
D2E19E5F	GM_CATALOG_00001936	Worthersee is definitely an event you want to attend if you are an Audi fan, but since it takes place half way around the World, NFSW is bringing you a rare taste!  Only drivable in NFSW, the Audi A1 Clubsport Quattro is 1 of a kind. Equipped with unique carbon Fiber accents and a powerplant that delivers 500+HP makes for an exciting drive. The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19E60	GM_CATALOG_00001937	Audi TT RS 10 Spring Edition
D2E19E61	GM_CATALOG_00001938	Audi TT RS 10 "Spring" Edition
D2E19E62	GM_CATALOG_00001939	Audi TT RS 10 "Spring" Edition with a Car Slot
D2E19E6A	GM_CATALOG_0000193A	SPRING
D2E19E6B	GM_CATALOG_0000193B	BMW M3 GTR E46
D2E19E6C	GM_CATALOG_0000193C	BMW M3 GTR E46 with a Car Slot
D2E19E6D	GM_CATALOG_0000193D	Increases the mass of the car for greater impact during collisions
D2E19E6E	GM_CATALOG_0000193E	Displays all Treasure Hunt icon locations on your World Map
D2E19E6F	GM_CATALOG_0000193F	Covers the car with a special Snowflakes effect that can be seen by other players
D2E19E7A	GM_CATALOG_00001940	Covers the car with a special Hearts effect that can be seen by other players
D2E19E7B	GM_CATALOG_00001941	BMW 135i Coupé "Art Director" Edition
D2E19E7C	GM_CATALOG_00001942	BMW 135i Coupé "Art Director" Edition with a Car Slot
D2E19E7D	GM_CATALOG_00001943	ART DIRECTOR
D2E19E7E	GM_CATALOG_00001944	VESNA
D2E19E7F	GM_CATALOG_00001945	Audi TT RS 10 "Vesna" Edition
D2E19E80	GM_CATALOG_00001946	BMW 135i Coupé "Flexor" Edition
D2E19E81	GM_CATALOG_00001947	BMW 135i Coupé "Flexor" Edition with a Car Slot
D2E19E82	GM_CATALOG_00001948	Audi TT RS 10 "Vesna" Edition with a Car Slot
D2E19E83	GM_CATALOG_00001949	FLEXOR
D2E19E8B	GM_CATALOG_0000194A	FLORE
D2E19E8C	GM_CATALOG_0000194B	Audi TT RS 10 Limited Edition
D2E19E8D	GM_CATALOG_0000194C	As a thank you for buying the 17500 or the 8000 SpeedBoost package we've given you a very special, and very exclusive, Audi TT  RS 10 Limited Edition to add to your garage. 
D2E19E8E	GM_CATALOG_0000194D	ANDY BLACKMORE
D2E19E9D	GM_CATALOG_00001952	Why wait until level 50 when you can get it now! The BMW GTR [E46] is one of the top cars in Need for Speed World and a proven tier 3 winner. Add it to your collection with SpeedBoost today!
D2E19E9E	GM_CATALOG_00001953	An exclusive NFSW art team creation! You won't find these vinyls and neons on any other NFSW car. Check out the specially designed neon of the NFSW logo on the hood! 
D2E19E9F	GM_CATALOG_00001954	Team Need for Speed drivers Tommy Milner and Edward Sandstrom were two of the pilots behind the wheel of the Team NFS BMW Z4 GT3 during the team's victory in Dubai last month and now it's your turn! Get behind the wheel of this victorious racer and push the limit.
D2E19EA0	GM_CATALOG_00001955	An exclusive NFSW art team creation! Specially designed vinyls adorn this BMW 135i. A simple, clean and thoroughly modern design. The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19EA1	GM_CATALOG_00001956	STRAIGHT FROM VICTORY LANE!
D2E19EA2	GM_CATALOG_00001957	Team Need for Speed drivers Tommy Milner and Edward Sandstrom were two of the pilots behind the wheel of the Team NFS BMW Z4 GT3 during the team's victory in Dubai last month and now it's your turn! Get behind the wheel of this victorious racer and push the limit. The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19EA3	GM_CATALOG_00001958	YOU ASKED FOR IT AND HERE IT IS!
D2E19EA4	GM_CATALOG_00001959	Why wait until level 50 when you can get it now! The BMW GTR [E46] is one of the top cars in Need for Speed World and a proven tier 3 winner. Add it to your collection with SpeedBoost today! The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19EAC	GM_CATALOG_0000195A	AN EXCLUSIVE NFSW ART TEAM CREATION!
D2E19EF0	GM_CATALOG_0000197C	You got a look at it in Pro Street but were never able to drive it as it was purely a show car. Battle Machine is here and ready to be driven in Need For Speed World. The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19EF1	GM_CATALOG_0000197D	With the launch of the highly anticipated Team Escape co-op game mode, The Juggernaut in now available in Tier 1. This GTO 65' hits hard and smashes through the toughest cops with ease. Try using a Juggernaut powerup while driving any of The Juggernauts to witness a thing of beauty when destroying roadblocks! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19EF2	GM_CATALOG_0000197E	We wanted to do something unique for NFS fans following the Successful Worthersee event earlier this month. We partnered with our friends over at the Audi Factory and they delivered! We are proud to introduce this custom A1 Clubport Quattro created officially from Audi and uniquely for NFSW fans! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19EF3	GM_CATALOG_0000197F	Worthersee is definitely an event you want to attend if you are an Audi fan, but since it takes place half way around the World, NFSW is bringing you a rare taste!  Only drivable in NFSW, the Audi A1 Clubsport Quattro is 1 of a kind. Equipped with unique carbon Fiber accents and a powerplant that delivers 500+HP makes for an exciting drive. The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19EFE	GM_CATALOG_00001980	She was a Boss in Need for Speed Undercover and her entry into Need For Speed World is no different. Rose makes her Need For Speed World Debut decorated with a custom spoiler and a GT2 inspired bodykit. Race parts have also been added to give her a competitive edge! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19EFF	GM_CATALOG_00001981	Custom tuned for Team Escape, This Dodge Viper SRT10 is the fastest Juggernaut to date. Massive hitting power combined with huge performance makes this car a must have while playing Team Escape. The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19F00	GM_CATALOG_00001982	An exclusive NFSW art team creation! Specially designed vinyls adorn this BMW 135i. A simple, clean and thoroughly modern design. The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19F01	GM_CATALOG_00001983	Team Need for Speed drivers Tommy Milner and Edward Sandstrom were two of the pilots behind the wheel of the Team NFS BMW Z4 GT3 during the team's victory in Dubai last month and now it's your turn! Get behind the wheel of this victorious racer and push the limit. The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19F02	GM_CATALOG_00001984	Why wait until level 50 when you can get it now! The BMW GTR [E46] is one of the top cars in Need for Speed World and a proven tier 3 winner. Add it to your collection with SpeedBoost today! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19F03	GM_CATALOG_00001985	The Murciélago LP 640 Cop Car is intimidating, fast and custom! featuring "bull bars" to smash things out of your way, this raging bull is hard to tame. Get behind the wheel and see for yourself! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1A048	GM_CATALOG_000019B0	NISSAN 350Z
D2E1A04F	GM_CATALOG_000019B7	PORSCHE 959
D2E1A06D	GM_CATALOG_000019C4	PORSCHE 911 GT3 RS
D2E1A06E	GM_CATALOG_000019C5	LOTUS EXIGE CUP 260
D2E1A06F	GM_CATALOG_000019C6	Porsche 911 GT3 RS Grey
D2E1A070	GM_CATALOG_000019C7	Porsche 911 GT3 RS
D2E1A071	GM_CATALOG_000019C8	Porsche 911 GT3 RS with a Car Slot
D2E1A072	GM_CATALOG_000019C9	Lotus Exige Cup 260 Orange
D2E1A07A	GM_CATALOG_000019CA	Lotus Exige Cup 260
D2E1A07B	GM_CATALOG_000019CB	Lotus Exige Cup 260 with a Car Slot
D2E1A07E	GM_CATALOG_000019CE	YEAR ONE
D2E1A07F	GM_CATALOG_000019CF	Porsche 959 Year One Edition
D2E1A08A	GM_CATALOG_000019D0	Porsche 959 "Year One" Edition
D2E1A08B	GM_CATALOG_000019D1	Porsche 959 "Year One" Edition with a Car Slot
D2E1A08C	GM_CATALOG_000019D2	Porsche 959
D2E1A0E0	GM_CATALOG_000019FD	Porsche Cayman S Treasure Hunter Edition
D2E1C001	GM_CATALOG_00001A03	Porsche Cayman S "Treasure Hunter" Edition
D2E1C002	GM_CATALOG_00001A04	Porsche Cayman S "Treasure Hunter" Edition with a Car Slot
D2E1C023	GM_CATALOG_00001A14	Relive the 60's with one of the greatest muscle cars of all time
D2E1C067	GM_CATALOG_00001A36	MAZDA MX-5 MIATA
D2E1C068	GM_CATALOG_00001A37	Mazda MX-5 Blue
D2E1C069	GM_CATALOG_00001A38	Mazda MX-5
D2E1C06A	GM_CATALOG_00001A39	Mazda MX-5 with a Car Slot
D2E1C0FA	GM_CATALOG_00001A7E	Celebrate Need for Speed World's first anniversary with the exclusive Porsche 959 Art Director theme car! Outfitted with a special license plate and exclusive one year anniversary logo, this is sure to become a collector car.
D2E1C0FB	GM_CATALOG_00001A7F	CELEBRATING OUR 1 YEAR ANNIVERSARY!
D2E1C106	GM_CATALOG_00001A80	Celebrate Need for Speed World's first anniversary with the exclusive Porsche 959 Art Director theme car! Outfitted with a special license plate and exclusive one year anniversary logo, this is sure to become a collector car. The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1C107	GM_CATALOG_00001A81	Super-charged, power and torque are words that best describes this new Tier 2 sports car. Be track ready with the Lotus Exige Cup!
D2E1C108	GM_CATALOG_00001A82	A  NEW TIER 2 ROCKET IS HERE!
D2E1C109	GM_CATALOG_00001A83	Super-charged, power and torque are words that best describes this new Tier 2 sports car. Be track ready with the Lotus Exige Cup! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1C10A	GM_CATALOG_00001A84	A race car for the streets, this high performance tier 3 car features a lightweight aerodynamically sculpted body and close to 500 HP. Porsche 911 GT3 RS is sure to leave your competitors in the dust!
D2E1C10B	GM_CATALOG_00001A85	THE 911 GT3 RS IS A TOP CONTENDER!
D2E1C10C	GM_CATALOG_00001A86	A race car for the streets, this high performance tier 3 car features a lightweight aerodynamically sculpted body and close to 500 HP. Porsche 911 GT3 RS is sure to leave your competitors in the dust! ! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1C10D	GM_CATALOG_00001A87	The Porsche Cayman S Treasure Hunter edition gives you the edge by highlighting the Treasure Icon locations on your World Map, so you are guaranteed to collect all icons, no matter how carefully hidden they are!
D2E1C10E	GM_CATALOG_00001A88	CONQUER YOUR HUNT!
D2E1C10F	GM_CATALOG_00001A89	The Porsche Cayman S Treasure Hunter edition gives you the edge by highlighting the Treasure Icon locations on your World Map, so you are guaranteed to collect all icons, no matter how carefully hidden they are! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1C117	GM_CATALOG_00001A8A	VINTAGE PORSCHE AT IT'S BEST
D2E1C118	GM_CATALOG_00001A8B	A car created by our community, for the community! Modeled by Gampel Svetoslav, NFSW is proud to offer to its community this vintage Porsche 959 in honour of our first anniversary!
D2E1C119	GM_CATALOG_00001A8C	working on this: Super-charged, power and torque are words that best describe this new Tier 2 sports car. Be track ready with the Lotus Exige Cup!
D2E1C11A	GM_CATALOG_00001A8D	Mazda MX5
D2E1C11B	GM_CATALOG_00001A8E	As a thank you for buying the 17500 SpeedBoost package we've given you a very special, and very exclusive, Mazda MX5 to add to your garage. This is yours to keep and will never be available to buy again.
D2E1C11C	GM_CATALOG_00001A8F	Super-charged, power and torque are words that best describe this new Tier 2 sports car. Be track ready with the Lotus Exige Cup!
D2E1C233	GM_CATALOG_00001AA4	TREASURE
D2E1C259	GM_CATALOG_00001AB9	CLASSIC
D2E1C261	GM_CATALOG_00001ABA	RACING
D2E1C262	GM_CATALOG_00001ABB	SLEEPER
D2E1C263	GM_CATALOG_00001ABC	RACER
D2E1C264	GM_CATALOG_00001ABD	Mazda RX-7 Classic
D2E1C265	GM_CATALOG_00001ABE	Mazda RX-7 Racer
D2E1C266	GM_CATALOG_00001ABF	Mazda RX-7 Sleeper
D2E1C271	GM_CATALOG_00001AC0	Mazda RX-7 "Classic" Edition
D2E1C272	GM_CATALOG_00001AC1	Mazda RX-7 "Classic" Edition with a Car Slot
D2E1C273	GM_CATALOG_00001AC2	Mazda RX-7 "Racer" Edition
D2E1C274	GM_CATALOG_00001AC3	Mazda RX-7 "Racer" Edition with a Car Slot
D2E1C275	GM_CATALOG_00001AC4	Mazda RX-7 "Sleeper" Edition
D2E1C276	GM_CATALOG_00001AC5	Mazda RX-7 "Sleeper" Edition with a Car Slot
D2E1C277	GM_CATALOG_00001AC6	Mazda RX-7
D2E1C287	GM_CATALOG_00001ACF	Aston Martin V12 Vantage Blue
D2E1C292	GM_CATALOG_00001AD0	Audi RS4
D2E1C293	GM_CATALOG_00001AD1	EXODU
D2E1C294	GM_CATALOG_00001AD2	SURG
D2E1C295	GM_CATALOG_00001AD3	Nissan 2000 GT-R
D2E1C296	GM_CATALOG_00001AD4	RAVEN
D2E1C297	GM_CATALOG_00001AD5	Nissan Skyline R34 Raven Edition
D2E1C298	GM_CATALOG_00001AD6	SCPD003
D2E1C299	GM_CATALOG_00001AD7	Porsche 911 GT3 RS Cop Edition
D2E1C29A	GM_CATALOG_00001AD8	SEACREST COUNTY POLICE
D2E1C29B	GM_CATALOG_00001AD9	Mitsubishi Evolution X Art Director
D2E1C2A3	GM_CATALOG_00001ADA	REP AMPLIFIER
D2E1C2A4	GM_CATALOG_00001ADB	2X CASH AMPLIFIER
D2E1C2A5	GM_CATALOG_00001ADC	2X REP AMPLIFIER
D2E1C2A6	GM_CATALOG_00001ADD	Mercedes-Benz SLR McLaren 722 Edition Grey
D2E1C2A7	GM_CATALOG_00001ADE	Audi RS 4
D2E1C2A8	GM_CATALOG_00001ADF	The Audi RS 4 offers excellent torque and is extremely balanced with its  Quattro 4WD system. Accompanied with a V8 engine, you can be sure the Audi RS 4 offers loads of power while sounding unique. Get race ready with this top of the line sedan.
D2E1C2B3	GM_CATALOG_00001AE0	The Audi RS 4 offers excellent torque and is extremely balanced with its  Quattro 4WD system. Accompanied with a V8 engine, you can be sure the Audi RS 4 offers loads of power while sounding unique. Get race ready with this top of the line sedan. The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1C2B4	GM_CATALOG_00001AE1	Aston Martin V12 Vantage
D2E1C2B5	GM_CATALOG_00001AE2	Need for Speed World debuts another super exotic! With its V12 engine, compact form and high levels of torque, the Aston Martin V12 Vantage is truly an exhilarating sports car. Dominate Tier 3 today!
D2E1C2B6	GM_CATALOG_00001AE3	Need for Speed World debuts another super exotic! With its V12 engine, compact form and high levels of torque, the Aston Martin V12 Vantage is truly an exhilarating sports car. Dominate Tier 3 today! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1C2B7	GM_CATALOG_00001AE4	Audi RS 4 with a Car Slot
D2E1C2B8	GM_CATALOG_00001AE5	Mitsubishi Lancer Evolution X Themed Edition with a Car Slot
D2E1C2B9	GM_CATALOG_00001AE6	An exclusive NFSW Art Team creation! Featuring a custom livery design and neon, this Mitsubishi Lancer EVO X will definitely turn heads. Add this turbo-charged, AWD sedan to your collection today!
D2E1C2BA	GM_CATALOG_00001AE7	An exclusive NFSW Art Team creation! Featuring a custom livery design and neon, this Mitsubishi Lancer EVO X will definitely turn heads. Add this turbo-charged, AWD sedan to your collection today! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1C2BB	GM_CATALOG_00001AE8	Nissan 2000GT-R (C10)
D2E1C2BC	GM_CATALOG_00001AE9	Nissan Skyline 2000GT-R (C10) with a Car Slot
D2E1C2C4	GM_CATALOG_00001AEA	Designed for the track, the 2000GT-R 1973 is a true legend and a Tier 1 top contender.  With this retro racer, you already set yourself apart as there is no other car like it in NFSW! Get yours today!
D2E1C2C5	GM_CATALOG_00001AEB	Designed for the track, the 2000GT-R 1973 is a true legend and a Tier 1 top contender.  With this retro racer, you already set yourself apart as there is no other car like it in NFSW! Get yours today! The deal also features: <ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E1C2C6	GM_CATALOG_00001AEC	An exclusive NFSW art team creation! Featuring  LED neon upgrade, black window tint and an aggressive black and red livery, the Nissan Skyline R34 will definitely make you stand out! Buy it today and get the exclusive RAVEN' license plate!
